gender,age,height,weight,bmi,tummy,hip,breast
1,50,209,86,19.7,2,1,1
1,25,208,100,23.1,2,1,3
1,27,184,99,29.2,3,3,2
2,22,178,93,29.4,2,3,3
2,61,175,99,32.3,3,2,2
2,30,202,72,17.6,2,2,2
2,20,160,76,29.7,2,3,2
1,70,153,64,27.3,3,2,3
2,63,199,102,25.8,3,3,3
2,54,176,68,22.0,1,2,2
2,20,200,107,26.8,2,2,2
2,20,184,90,26.6,3,2,3
1,33,184,73,21.6,3,3,3
2,48,195,101,26.6,2,3,3
2,46,153,42,17.9,2,2,2
1,20,165,43,15.8,2,2,1
1,69,185,53,15.5,2,2,1
1,21,203,90,21.8,3,1,3
1,25,149,62,27.9,2,2,2
2,24,188,75,21.2,3,1,1
1,48,174,73,24.1,2,1,2
2,24,154,53,22.3,1,2,2
2,49,158,70,28.0,2,2,3
2,39,145,46,21.9,1,3,2
2,62,194,91,24.2,2,3,2
1,50,178,78,24.6,1,2,3
2,28,161,52,20.1,1,2,2
1,53,207,130,30.3,3,2,3
1,39,174,93,30.7,2,3,3
1,18,154,41,17.3,2,2,1
1,59,191,78,21.4,2,3,3
2,68,211,105,23.6,3,1,3
2,48,193,86,23.1,3,2,1
1,39,210,121,27.4,2,2,3
2,71,159,54,21.4,3,2,1
1,25,176,48,15.5,1,2,2
2,38,189,108,30.2,3,2,3
1,74,168,58,20.5,2,3,3
2,49,146,60,28.1,2,3,3
2,49,197,81,20.9,1,2,3
1,26,198,80,20.4,2,2,2
2,40,170,55,19.0,1,3,2
2,30,189,98,27.4,3,3,2
1,66,177,81,25.9,3,3,2
1,43,200,92,23.0,2,1,2
1,51,192,56,15.2,1,1,1
1,19,197,69,17.8,1,2,1
1,72,210,96,21.8,2,2,2
2,68,172,54,18.3,1,2,1
2,74,209,76,17.4,2,2,1
2,51,199,90,22.7,3,2,3
2,50,174,93,30.7,2,3,3
1,53,164,78,29.0,3,3,3
1,75,182,92,27.8,3,3,3
2,29,157,65,26.4,2,2,2
2,22,192,115,31.2,2,2,3
2,62,175,49,16.0,1,2,2
1,60,195,86,22.6,2,1,2
2,26,157,44,17.9,2,2,2
2,68,174,52,17.2,2,1,2
2,23,164,49,18.2,1,1,2
1,36,188,63,17.8,2,1,1
1,38,201,70,17.3,2,2,1
2,54,211,79,17.7,2,1,2
2,75,205,117,27.8,2,2,3
2,40,193,100,26.8,3,3,2
1,45,199,87,22.0,1,2,2
2,62,202,95,23.3,3,2,2
2,57,186,53,15.3,2,1,2
2,29,163,62,23.3,1,3,1
2,53,194,116,30.8,2,2,3
1,54,184,58,17.1,2,2,2
1,24,209,86,19.7,1,1,2
1,63,207,88,20.5,3,3,3
2,53,187,110,31.5,3,3,3
2,34,211,76,17.1,2,2,1
1,53,191,97,26.6,3,2,3
2,57,175,49,16.0,1,1,1
1,30,200,82,20.5,2,2,2
2,63,169,66,23.1,2,1,1
1,54,209,102,23.4,3,1,3
1,31,209,68,15.6,1,2,1
2,61,151,67,29.4,3,3,2
1,62,166,69,25.0,2,3,3
1,45,164,43,16.0,1,1,1
1,45,202,111,27.2,2,2,2
2,51,188,82,23.2,3,2,1
2,45,199,90,22.7,1,3,1
2,30,184,80,23.6,2,2,2
2,45,197,71,18.3,1,1,2
2,43,209,131,30.0,3,3,3
2,50,180,94,29.0,3,2,2
2,48,208,81,18.7,1,1,3
2,40,159,68,26.9,3,3,3
2,72,178,102,32.2,2,2,2
1,58,200,120,30.0,3,3,2
2,25,193,63,16.9,1,1,2
1,19,205,104,24.7,3,3,2
1,21,207,84,19.6,1,2,2
1,75,194,89,23.6,2,2,3
1,72,203,81,19.7,3,1,3
2,59,208,93,21.5,2,3,3
2,74,198,75,19.1,3,3,3
2,29,171,76,26.0,2,2,2
1,61,199,124,31.3,3,3,3
2,50,202,116,28.4,2,3,3
2,43,177,84,26.8,3,2,2
2,35,168,69,24.4,3,2,2
1,58,182,65,19.6,3,3,2
2,41,207,99,23.1,1,1,1
1,62,207,127,29.6,2,2,3
1,19,180,95,29.3,2,2,3
1,33,200,72,18.0,2,1,2
1,27,204,108,26.0,2,2,2
1,24,205,78,18.6,2,1,1
1,54,182,75,22.6,2,1,1
2,72,178,69,21.8,1,2,2
1,47,163,59,22.2,1,2,3
2,72,170,86,29.8,2,2,2
2,43,202,94,23.0,3,3,1
1,54,166,75,27.2,2,3,3
1,68,166,42,15.2,1,1,2
1,47,188,59,16.7,1,1,2
2,40,178,53,16.7,1,2,1
1,30,186,72,20.8,2,2,3
1,64,209,115,26.3,2,3,3
1,18,179,77,24.0,2,1,3
1,34,171,93,31.8,3,3,3
2,43,163,72,27.1,3,2,2
1,66,166,79,28.7,3,2,2
1,57,148,65,29.7,3,3,3
2,74,188,59,16.7,1,2,2
1,35,197,120,30.9,2,2,3
2,64,159,52,20.6,1,2,1
1,22,208,83,19.2,3,2,2
1,75,196,121,31.5,3,2,3
2,59,202,108,26.5,3,2,3
1,70,210,69,15.6,1,1,1
2,35,172,75,25.4,2,3,2
1,29,198,74,18.9,1,3,1
2,73,195,79,20.8,3,3,3
1,71,208,104,24.0,3,2,3
2,43,180,63,19.4,3,2,2
2,62,208,86,19.9,2,2,3
1,45,174,81,26.8,2,2,3
2,75,169,48,16.8,1,2,2
1,64,207,93,21.7,1,1,2
1,54,201,107,26.5,2,2,2
2,47,173,55,18.4,1,2,2
2,32,188,114,32.3,2,3,2
1,35,202,118,28.9,2,3,2
2,61,175,88,28.7,3,2,3
1,74,176,60,19.4,3,1,3
2,66,210,128,29.0,2,2,2
2,66,208,120,27.7,3,3,2
1,46,182,85,25.7,3,2,2
2,52,190,96,26.6,3,2,3
2,75,194,103,27.4,3,2,2
2,25,176,68,22.0,2,3,1
2,43,211,76,17.1,2,1,1
2,58,197,108,27.8,2,2,2
2,54,185,52,15.2,2,2,2
1,33,206,132,31.1,2,2,3
1,67,199,121,30.6,3,3,3
1,26,199,80,20.2,1,2,3
1,19,162,52,19.8,3,3,3
1,64,195,60,15.8,2,1,2
2,74,181,92,28.1,3,2,2
1,54,194,92,24.4,1,3,1
2,60,199,113,28.5,3,2,2
2,57,172,66,22.3,3,3,1
1,21,165,41,15.1,2,1,2
2,57,171,57,19.5,3,1,2
2,31,210,76,17.2,2,1,2
1,50,164,75,27.9,2,3,2
1,30,186,53,15.3,1,2,1
1,48,182,102,30.8,2,3,2
2,43,171,57,19.5,1,3,1
1,70,196,65,16.9,1,1,1
1,64,211,78,17.5,1,1,2
1,75,152,71,30.7,3,2,2
2,57,200,121,30.2,2,3,2
1,65,149,70,31.5,3,2,3
2,36,193,63,16.9,2,1,2
1,71,195,111,29.2,3,3,2
1,20,189,60,16.8,2,2,1
1,59,198,89,22.7,2,2,1
1,58,150,54,24.0,3,1,2
1,69,190,68,18.8,3,1,1
1,59,193,112,30.1,2,2,2
2,71,195,66,17.4,2,2,2
2,47,200,73,18.2,1,2,2
2,36,210,79,17.9,2,1,1
1,59,162,59,22.5,1,3,1
1,64,206,92,21.7,1,1,3
1,68,167,78,28.0,2,3,2
1,68,189,105,29.4,2,2,3
1,69,187,85,24.3,2,2,2
1,45,175,59,19.3,3,3,1
2,62,180,59,18.2,1,2,2
1,22,171,52,17.8,2,1,1
2,55,149,70,31.5,2,3,3
2,58,202,75,18.4,1,2,1
2,32,198,77,19.6,2,1,2
2,75,178,52,16.4,1,2,2
1,25,200,125,31.2,3,2,3
1,27,175,49,16.0,2,1,1
2,67,194,60,15.9,1,2,1
1,47,201,99,24.5,3,1,2
2,39,195,86,22.6,1,1,3
1,52,148,44,20.1,2,3,3
2,44,187,102,29.2,2,3,2
1,29,186,105,30.4,3,2,3
1,31,209,121,27.7,3,2,3
2,54,179,90,28.1,3,2,3
1,74,196,97,25.2,3,3,2
2,55,203,91,22.1,1,2,2
2,74,151,67,29.4,3,3,3
2,34,200,112,28.0,2,3,2
2,64,197,94,24.2,2,2,2
1,32,205,66,15.7,2,2,1
2,46,208,117,27.0,2,2,2
2,58,206,81,19.1,3,3,3
1,25,185,90,26.3,2,3,3
2,65,175,65,21.2,2,3,3
1,40,175,50,16.3,1,1,1
1,54,174,96,31.7,3,3,2
1,61,194,81,21.5,2,3,2
2,56,168,80,28.3,3,2,2
2,46,195,104,27.4,2,2,2
1,28,150,67,29.8,2,2,2
1,52,199,114,28.8,3,3,3
2,58,205,68,16.2,2,1,2
2,66,155,43,17.9,1,2,2
1,45,160,42,16.4,1,1,2
1,75,209,97,22.2,3,2,1
1,70,199,105,26.5,2,3,3
2,33,204,69,16.6,1,2,2
1,45,194,71,18.9,1,1,1
1,49,201,67,16.6,1,1,1
2,20,172,87,29.4,2,2,2
1,70,206,78,18.4,2,1,2
2,31,194,115,30.6,2,2,2
1,61,179,68,21.2,1,1,1
1,26,162,73,27.8,3,3,2
1,69,186,98,28.3,2,2,3
1,69,208,79,18.3,2,2,2
1,41,205,122,29.0,2,3,2
2,21,186,99,28.6,2,3,3
1,19,204,67,16.1,1,2,1
2,29,187,106,30.3,3,3,2
1,18,203,80,19.4,3,2,1
2,52,179,79,24.7,3,3,3
2,25,175,82,26.8,3,2,3
2,44,211,85,19.1,1,2,2
1,45,179,57,17.8,1,2,2
2,74,169,71,24.9,1,1,2
1,56,173,80,26.7,3,2,2
2,57,199,123,31.1,2,2,3
1,32,173,69,23.1,3,3,3
2,41,168,81,28.7,3,3,3
1,48,165,43,15.8,1,1,2
2,33,197,73,18.8,3,3,2
1,47,197,123,31.7,2,3,3
2,26,193,83,22.3,3,3,2
2,36,184,55,16.2,1,1,1
1,23,198,67,17.1,2,2,1
2,41,173,55,18.4,2,2,2
2,60,187,97,27.7,3,3,2
2,38,153,48,20.5,3,2,3
2,57,162,80,30.5,2,3,3
1,34,172,50,16.9,1,2,1
2,72,209,85,19.5,2,1,2
2,51,146,45,21.1,2,2,3
1,68,188,65,18.4,1,2,1
2,59,202,93,22.8,2,1,3
1,20,165,62,22.8,3,3,2
1,47,210,83,18.8,3,1,2
1,71,159,57,22.5,1,3,2
2,51,197,83,21.4,3,3,2
2,40,170,78,27.0,3,2,3
2,26,162,80,30.5,3,3,2
1,20,203,104,25.2,3,3,2
2,36,155,54,22.5,2,1,1
2,29,208,70,16.2,1,2,1
1,62,175,73,23.8,3,3,2
2,28,151,52,22.8,2,2,1
2,60,184,58,17.1,2,1,1
2,47,194,97,25.8,3,3,2
1,54,180,61,18.8,1,3,2
2,51,199,99,25.0,2,3,2
2,22,192,115,31.2,2,2,3
2,71,164,84,31.2,2,2,2
1,20,175,52,17.0,2,1,1
1,21,175,68,22.2,3,3,3
1,52,195,99,26.0,2,3,3
1,43,168,62,22.0,1,2,2
1,58,159,67,26.5,2,3,3
2,58,194,97,25.8,2,3,3
1,40,196,82,21.3,3,1,1
1,74,154,71,29.9,2,2,2
1,57,205,68,16.2,2,2,2
2,60,147,42,19.4,3,3,1
2,55,147,45,20.8,3,3,2
1,68,180,86,26.5,2,2,2
1,59,187,106,30.3,3,2,2
2,22,177,92,29.4,3,2,2
2,31,208,117,27.0,2,2,2
2,61,196,63,16.4,2,2,1
2,43,191,60,16.4,1,1,2
1,25,149,46,20.7,1,1,1
2,55,172,69,23.3,1,1,1
1,75,179,67,20.9,1,2,3
2,42,151,63,27.6,2,3,3
1,75,211,128,28.8,3,3,3
1,67,172,61,20.6,1,3,2
1,35,181,80,24.4,1,1,3
1,58,161,60,23.1,2,3,2
1,38,183,90,26.9,3,2,3
1,20,153,49,20.9,2,3,3
2,19,209,114,26.1,3,3,2
1,63,193,107,28.7,2,3,2
2,64,188,98,27.7,2,3,3
2,63,209,88,20.1,1,3,1
1,42,203,93,22.6,1,2,3
1,48,187,92,26.3,2,2,3
2,23,196,101,26.3,3,2,2
1,65,193,109,29.3,3,2,3
2,37,188,107,30.3,3,3,3
2,52,208,98,22.7,1,2,1
2,60,187,80,22.9,2,3,3
2,38,194,106,28.2,2,2,2
1,28,209,129,29.5,3,2,3
1,53,171,93,31.8,2,2,2
2,43,197,76,19.6,1,2,3
1,42,210,68,15.4,2,1,1
2,42,198,102,26.0,2,3,3
1,72,179,68,21.2,1,3,1
1,73,204,130,31.2,2,3,3
2,65,169,52,18.2,1,1,1
1,35,181,58,17.7,2,2,1
1,50,211,126,28.3,3,3,2
2,54,209,120,27.5,2,2,3
2,58,166,56,20.3,2,3,2
2,56,186,112,32.4,2,3,2
1,49,176,89,28.7,3,3,2
1,54,155,45,18.7,1,3,2
1,44,190,89,24.7,1,1,1
2,30,174,52,17.2,2,1,2
1,68,177,80,25.5,2,3,2
2,23,206,94,22.2,3,1,1
2,64,149,70,31.5,2,3,2
1,47,176,67,21.6,3,3,1
2,67,182,98,29.6,2,3,3
1,25,184,86,25.4,2,2,2
2,56,196,72,18.7,3,3,3
1,69,192,86,23.3,3,2,3
2,69,191,94,25.8,2,2,2
1,25,188,56,15.8,2,1,2
2,47,175,87,28.4,3,3,3
1,28,185,101,29.5,3,3,3
2,46,187,77,22.0,1,2,1
2,38,209,131,30.0,3,2,3
2,67,193,96,25.8,3,2,3
2,33,183,80,23.9,3,3,2
2,61,179,102,31.8,2,2,3
1,63,187,104,29.7,2,3,3
2,41,145,49,23.3,3,2,2
2,32,168,48,17.0,2,2,1
2,45,164,47,17.5,1,2,1
2,21,162,51,19.4,2,2,2
2,67,174,53,17.5,1,2,1
2,67,160,76,29.7,3,3,3
2,62,170,73,25.3,2,2,3
2,32,208,118,27.3,2,3,3
2,73,168,60,21.3,2,3,1
1,21,193,92,24.7,2,2,2
1,31,181,78,23.8,1,3,2
1,47,153,75,32.0,3,3,3
2,75,179,49,15.3,1,2,1
1,18,206,122,28.7,3,2,2
2,73,204,115,27.6,2,2,3
2,43,173,73,24.4,3,1,3
2,75,151,66,28.9,3,2,2
1,30,161,53,20.4,2,3,1
2,19,183,55,16.4,1,1,1
2,55,180,57,17.6,1,1,1
1,25,207,123,28.7,3,2,2
1,22,148,54,24.7,3,3,2
2,48,197,102,26.3,2,3,2
2,48,175,59,19.3,3,3,3
1,70,182,62,18.7,2,2,1
2,43,202,69,16.9,2,1,2
2,21,157,75,30.4,3,3,3
2,57,207,78,18.2,1,2,1
2,75,210,81,18.4,2,1,1
1,55,193,86,23.1,1,3,1
1,34,150,72,32.0,2,2,2
2,64,170,61,21.1,3,2,2
2,22,187,65,18.6,3,1,1
2,62,154,64,27.0,2,3,2
1,35,202,98,24.0,2,1,1
2,59,175,92,30.0,3,3,2
1,70,175,64,20.9,2,1,3
1,19,207,100,23.3,2,3,3
2,48,207,65,15.2,2,1,1
1,70,194,105,27.9,3,3,3
2,42,178,94,29.7,2,2,3
2,67,209,124,28.4,3,2,2
2,37,197,109,28.1,3,2,3
1,44,146,45,21.1,2,2,2
1,65,188,88,24.9,1,2,1
1,47,169,84,29.4,3,3,2
1,24,163,63,23.7,1,2,1
1,69,171,77,26.3,2,3,3
1,37,181,61,18.6,3,1,1
1,49,207,83,19.4,1,2,2
1,45,173,61,20.4,3,2,2
2,45,156,64,26.3,2,2,3
1,49,204,73,17.5,1,2,1
2,29,162,49,18.7,1,2,3
2,42,208,105,24.3,1,2,2
2,36,168,45,15.9,1,1,1
1,37,177,78,24.9,1,1,3
1,40,164,87,32.3,3,3,2
1,31,205,87,20.7,2,3,3
1,54,203,98,23.8,1,1,3
2,55,188,94,26.6,2,3,2
2,63,150,52,23.1,1,3,3
1,49,149,57,25.7,2,2,2
1,67,195,85,22.4,2,2,3
2,45,193,86,23.1,1,3,1
2,31,202,73,17.9,1,1,1
2,71,209,69,15.8,2,2,1
2,70,148,55,25.1,3,2,2
2,27,201,98,24.3,2,2,1
2,47,162,46,17.5,1,2,2
1,67,186,80,23.1,3,2,2
1,19,210,73,16.6,2,1,1
2,70,207,78,18.2,2,1,2
1,65,206,122,28.7,3,2,2
2,65,203,97,23.5,1,3,3
2,74,157,41,16.6,2,1,1
2,44,157,48,19.5,2,1,1
1,58,199,115,29.0,2,3,3
2,55,195,114,30.0,3,3,3
1,44,209,103,23.6,3,3,2
2,24,187,60,17.2,2,1,2
2,22,166,48,17.4,1,2,2
2,38,208,114,26.3,3,3,3
2,74,175,94,30.7,3,2,3
2,24,207,127,29.6,2,3,3
2,75,176,76,24.5,3,2,2
1,57,174,50,16.5,1,2,1
1,38,176,87,28.1,3,2,3
1,74,159,57,22.5,3,1,2
1,54,165,46,16.9,2,1,1
1,21,211,113,25.4,2,3,2
2,20,166,58,21.0,2,2,3
2,53,173,54,18.0,1,2,1
2,46,196,110,28.6,3,2,2
1,51,173,64,21.4,2,2,1
1,23,202,117,28.7,3,3,2
1,30,183,95,28.4,2,3,3
2,57,156,51,21.0,2,1,1
2,50,195,119,31.3,3,2,2
2,41,154,58,24.5,1,3,3
2,32,203,107,26.0,2,2,3
1,30,149,44,19.8,1,1,2
1,30,184,89,26.3,3,2,3
2,56,207,77,18.0,2,1,2
2,70,173,95,31.7,2,3,2
1,21,179,73,22.8,2,3,2
1,47,191,68,18.6,3,3,2
1,44,178,48,15.1,1,1,1
2,67,159,68,26.9,2,2,3
1,30,168,86,30.5,3,2,2
1,52,165,83,30.5,2,2,3
1,26,170,69,23.9,1,1,1
2,42,190,110,30.5,3,3,2
1,57,180,54,16.7,1,2,2
1,30,158,51,20.4,1,1,2
1,26,148,59,26.9,2,2,2
2,40,205,70,16.7,2,1,1
1,40,197,82,21.1,3,1,3
1,49,198,96,24.5,2,2,1
2,56,202,108,26.5,3,3,2
1,29,173,95,31.7,3,2,2
1,37,157,74,30.0,3,2,2
1,50,176,91,29.4,3,2,2
1,54,210,78,17.7,1,2,2
2,69,173,82,27.4,2,3,3
1,60,161,55,21.2,1,3,3
2,36,159,54,21.4,3,3,2
2,66,161,70,27.0,2,2,3
1,49,196,61,15.9,2,1,1
2,66,197,96,24.7,2,2,2
1,20,146,61,28.6,3,3,2
1,28,193,86,23.1,1,3,3
1,62,193,99,26.6,3,3,2
2,56,195,75,19.7,2,1,3
1,21,203,114,27.7,2,2,3
2,39,187,89,25.5,2,3,2
1,51,190,82,22.7,1,1,2
2,23,168,63,22.3,1,3,2
1,19,150,56,24.9,1,3,2
2,63,205,125,29.7,2,3,3
1,54,195,63,16.6,1,1,1
1,31,203,103,25.0,3,2,3
2,43,201,128,31.7,3,3,3
1,49,186,82,23.7,3,1,2
1,70,210,117,26.5,2,3,3
1,31,173,56,18.7,2,3,1
2,34,180,84,25.9,3,2,2
2,64,171,55,18.8,3,3,3
2,39,188,99,28.0,2,3,2
2,27,192,73,19.8,2,1,3
1,59,173,91,30.4,3,3,3
1,37,172,62,21.0,1,1,3
2,60,199,78,19.7,1,3,3
1,42,200,68,17.0,2,1,1
1,62,190,98,27.1,3,2,2
1,68,204,110,26.4,3,2,3
1,61,197,114,29.4,3,3,2
1,57,161,61,23.5,1,1,1
1,24,211,114,25.6,2,2,2
1,20,204,79,19.0,2,3,2
1,66,211,101,22.7,3,1,1
1,56,196,95,24.7,2,3,1
2,74,174,63,20.8,1,2,3
1,27,187,82,23.4,1,2,2
2,68,206,72,17.0,2,1,1
2,29,207,99,23.1,1,1,3
2,38,196,61,15.9,2,2,1
1,66,169,89,31.2,2,2,2
2,43,204,131,31.5,3,3,3
2,41,206,90,21.2,2,2,3
2,61,163,85,32.0,2,3,2
2,65,161,77,29.7,3,2,3
2,66,154,49,20.7,2,3,1
2,18,191,62,17.0,2,2,1
1,66,166,78,28.3,3,3,2
1,40,176,85,27.4,3,3,2
1,34,179,64,20.0,1,1,1
1,30,205,115,27.4,3,3,2
1,39,165,68,25.0,3,3,3
2,68,200,62,15.5,2,2,1
1,38,172,91,30.8,2,2,3
2,60,172,63,21.3,2,1,3
1,34,196,84,21.9,2,1,3
1,48,185,105,30.7,2,3,2
1,72,172,75,25.4,3,3,3
2,73,174,82,27.1,3,3,2
1,58,204,70,16.8,1,1,1
2,67,159,56,22.2,1,1,3
1,71,146,56,26.3,2,3,2
2,72,157,52,21.1,3,3,3
1,26,205,101,24.0,3,3,2
1,42,210,85,19.3,2,3,1
1,18,185,91,26.6,2,3,2
2,73,179,97,30.3,3,2,3
2,20,161,70,27.0,3,2,2
1,61,204,68,16.3,1,2,1
1,63,155,48,20.0,2,3,3
1,57,171,73,25.0,3,2,3
1,73,168,88,31.2,3,2,3
1,50,150,48,21.3,2,3,3
2,53,206,68,16.0,2,1,2
2,70,176,82,26.5,2,2,3
2,69,181,94,28.7,2,3,2
2,30,166,77,27.9,3,3,3
2,32,150,48,21.3,1,2,1
1,38,169,71,24.9,2,1,1
1,55,187,63,18.0,2,1,1
1,29,197,69,17.8,2,1,1
2,52,179,81,25.3,2,3,3
1,31,173,54,18.0,2,2,2
2,69,166,75,27.2,3,2,2
1,40,195,111,29.2,3,2,2
2,18,181,51,15.6,2,2,1
1,71,181,79,24.1,3,3,1
2,35,151,71,31.1,2,2,3
1,52,178,88,27.8,3,2,3
1,26,206,69,16.3,1,2,1
2,55,199,117,29.5,2,3,3
2,59,211,88,19.8,2,1,3
1,21,165,82,30.1,2,2,2
1,23,194,76,20.2,3,3,1
2,19,149,47,21.2,1,1,3
1,58,147,52,24.1,1,3,1
1,69,172,93,31.4,2,3,2
1,49,183,100,29.9,2,3,2
1,58,209,95,21.7,2,1,3
1,26,182,61,18.4,1,1,1
2,43,184,95,28.1,3,2,2
2,32,186,84,24.3,1,3,3
1,25,196,79,20.6,1,3,2
1,69,154,55,23.2,1,3,1
1,48,155,72,30.0,3,2,2
1,55,186,95,27.5,3,3,3
1,61,195,94,24.7,1,2,3
1,54,189,57,16.0,1,1,1
2,25,207,83,19.4,3,3,1
2,46,165,75,27.5,2,3,3
1,27,168,62,22.0,2,1,2
2,61,204,118,28.4,2,2,2
1,58,205,113,26.9,2,2,3
2,52,174,85,28.1,2,3,2
2,42,194,97,25.8,3,2,3
2,35,183,100,29.9,2,3,2
2,62,166,69,25.0,2,2,3
1,75,193,81,21.7,1,2,1
2,64,173,97,32.4,3,3,2
1,75,158,75,30.0,3,3,2
1,33,183,88,26.3,3,3,2
2,36,196,103,26.8,2,2,2
2,71,204,84,20.2,2,2,2
2,66,199,73,18.4,2,1,2
1,56,164,64,23.8,3,2,3
1,29,184,74,21.9,1,2,2
1,59,184,62,18.3,1,2,1
1,75,192,107,29.0,2,3,2
2,30,163,83,31.2,2,3,3
2,68,182,79,23.8,2,2,2
2,19,192,83,22.5,2,2,2
1,55,158,41,16.4,1,2,2
1,51,179,103,32.1,2,2,2
1,57,158,68,27.2,3,3,2
2,18,186,80,23.1,3,2,1
1,66,209,82,18.8,1,3,2
2,32,207,103,24.0,1,1,1
2,55,211,75,16.8,2,1,2
2,25,201,88,21.8,1,2,2
2,35,150,42,18.7,2,3,2
1,20,186,66,19.1,1,3,3
1,41,209,131,30.0,3,3,2
1,64,200,72,18.0,1,2,2
2,19,203,67,16.3,1,1,2
1,71,195,60,15.8,1,1,2
1,53,182,75,22.6,2,1,2
1,42,204,87,20.9,1,1,3
2,40,172,79,26.7,3,3,2
2,39,203,76,18.4,2,2,2
1,42,211,95,21.3,2,3,3
2,33,203,94,22.8,3,2,2
2,71,203,129,31.3,3,2,3
2,21,172,92,31.1,3,3,2
2,34,193,99,26.6,2,3,2
1,42,202,121,29.7,2,2,3
1,54,211,126,28.3,2,2,2
2,63,200,80,20.0,2,2,3
2,18,172,56,18.9,3,3,1
1,24,172,74,25.0,3,2,2
1,41,199,69,17.4,2,1,2
1,25,163,62,23.3,1,1,1
2,25,192,118,32.0,3,2,3
1,75,178,55,17.4,1,2,2
1,28,192,88,23.9,1,3,3
1,26,188,54,15.3,1,2,2
2,43,209,120,27.5,3,3,3
1,60,179,55,17.2,2,1,2
2,73,188,76,21.5,3,1,3
1,67,204,76,18.3,1,1,2
2,69,208,101,23.3,3,2,2
1,25,153,74,31.6,2,2,2
1,53,188,93,26.3,2,2,2
2,58,179,55,17.2,2,2,2
1,29,200,113,28.2,2,3,2
2,25,172,90,30.4,3,2,3
1,46,180,98,30.2,3,2,3
1,63,200,89,22.2,2,1,1
2,31,199,113,28.5,3,2,3
1,73,210,127,28.8,3,2,3
1,52,203,90,21.8,2,1,1
2,25,174,74,24.4,3,1,2
1,34,206,121,28.5,3,3,2
1,36,183,90,26.9,2,2,2
1,66,168,91,32.2,3,3,3
2,65,155,72,30.0,3,2,2
1,35,208,97,22.4,3,3,2
1,58,207,69,16.1,1,1,2
2,22,172,77,26.0,2,2,2
2,60,188,109,30.8,2,3,2
1,21,172,92,31.1,2,3,3
1,36,182,55,16.6,1,1,2
2,65,191,87,23.8,1,1,1
1,51,185,64,18.7,3,1,2
1,53,154,41,17.3,1,2,2
2,64,184,68,20.1,3,3,2
2,22,177,74,23.6,1,3,1
1,60,199,122,30.8,2,3,3
2,64,178,91,28.7,2,2,3
2,37,201,97,24.0,2,1,2
2,44,203,128,31.1,3,2,2
1,51,202,106,26.0,3,2,3
2,42,197,81,20.9,3,1,2
1,29,159,45,17.8,1,1,2
1,34,173,67,22.4,2,1,3
2,72,162,45,17.1,1,1,2
2,19,151,50,21.9,1,3,3
1,24,170,46,15.9,2,1,2
1,73,205,82,19.5,1,1,1
2,57,168,89,31.5,2,2,2
1,64,196,107,27.9,3,3,2
1,28,198,76,19.4,3,3,1
1,72,187,77,22.0,1,1,1
1,73,203,74,18.0,2,1,1
2,23,177,51,16.3,1,1,1
1,32,160,63,24.6,3,1,3
2,27,148,48,21.9,1,3,2
1,19,184,71,21.0,2,2,2
1,66,202,73,17.9,1,1,2
1,70,173,97,32.4,3,3,2
1,37,190,109,30.2,2,2,2
1,63,180,73,22.5,1,3,3
2,62,165,76,27.9,3,3,3
1,58,171,46,15.7,2,2,1
1,59,199,121,30.6,3,3,3
2,75,150,66,29.3,3,2,3
2,33,157,46,18.7,1,1,1
2,69,180,95,29.3,2,3,3
1,31,210,116,26.3,3,2,2
2,33,196,70,18.2,1,2,1
1,31,184,103,30.4,2,3,2
2,21,178,55,17.4,1,2,2
2,35,157,56,22.7,1,1,3
1,34,196,102,26.6,3,3,3
2,73,179,73,22.8,2,2,2
1,45,202,94,23.0,2,2,2
2,41,185,56,16.4,1,1,1
2,60,147,46,21.3,3,1,2
2,23,208,93,21.5,1,3,3
2,42,152,61,26.4,3,2,2
2,68,179,94,29.3,2,3,2
2,37,208,127,29.4,2,3,3
1,53,188,101,28.6,2,2,2
1,51,200,113,28.2,3,3,3
1,38,197,99,25.5,3,2,2
2,43,158,52,20.8,2,1,3
1,43,202,90,22.1,3,3,2
2,22,168,72,25.5,2,3,3
1,22,147,69,31.9,3,2,3
1,28,160,57,22.3,1,2,2
1,43,154,48,20.2,1,1,3
2,67,192,60,16.3,1,1,1
2,27,187,104,29.7,2,2,3
2,29,152,49,21.2,3,3,2
1,66,175,95,31.0,3,3,3
2,34,182,61,18.4,1,2,2
1,67,205,126,30.0,3,2,3
2,26,195,85,22.4,2,3,1
1,50,181,97,29.6,3,3,2
1,25,182,97,29.3,3,3,3
1,23,171,80,27.4,2,3,2
2,69,192,89,24.1,2,3,3
2,69,175,88,28.7,3,2,3
2,40,206,126,29.7,3,3,2
2,18,195,65,17.1,1,1,2
2,53,191,63,17.3,2,1,2
1,24,180,91,28.1,3,2,2
2,55,185,63,18.4,1,1,1
2,68,194,76,20.2,3,1,1
1,24,198,125,31.9,2,3,2
1,37,182,96,29.0,2,3,2
1,69,189,108,30.2,2,2,3
2,44,160,68,26.6,3,3,2
2,61,189,111,31.1,3,2,2
1,74,199,128,32.3,3,3,2
1,18,151,61,26.8,2,2,3
1,20,203,84,20.4,1,3,1
1,57,154,41,17.3,2,1,2
2,52,190,71,19.7,3,2,1
1,21,208,129,29.8,2,3,3
2,55,197,64,16.5,1,1,2
1,49,193,87,23.4,1,2,1
2,62,195,62,16.3,1,2,2
