gender,age,height,weight,bmi,tummy,hip,breast
2,61,146,56,26.3,3,2,3
2,32,204,86,20.7,3,1,3
2,51,191,105,28.8,2,3,2
2,74,184,103,30.4,3,3,3
1,21,169,87,30.5,2,3,2
1,21,187,72,20.6,1,2,2
1,62,145,52,24.7,1,1,2
2,29,184,101,29.8,2,3,2
1,28,156,58,23.8,3,2,3
2,53,186,99,28.6,3,2,2
1,74,203,95,23.1,2,2,1
2,60,161,53,20.4,3,3,2
1,30,162,69,26.3,2,2,2
1,51,151,70,30.7,2,3,2
1,23,149,72,32.4,2,2,2
2,54,206,92,21.7,2,3,2
2,69,157,74,30.0,2,3,2
1,35,199,115,29.0,2,2,2
2,27,179,86,26.8,2,2,2
1,62,171,87,29.8,3,2,3
2,44,173,94,31.4,3,3,2
1,55,211,118,26.5,3,2,3
1,68,208,126,29.1,2,3,3
2,72,165,81,29.8,3,3,3
1,68,195,105,27.6,3,3,3
2,61,164,76,28.3,3,3,3
2,74,166,74,26.9,2,3,3
2,66,154,50,21.1,3,3,3
1,43,150,62,27.6,2,2,2
1,67,181,56,17.1,2,2,2
2,67,181,79,24.1,3,3,1
1,72,210,85,19.3,2,3,3
1,33,165,51,18.7,1,2,2
2,68,150,71,31.6,3,2,2
2,26,184,87,25.7,3,2,3
1,23,151,53,23.2,3,2,2
1,43,192,59,16.0,2,2,1
1,33,185,101,29.5,2,3,2
2,18,177,85,27.1,3,3,3
1,68,191,95,26.0,3,3,3
2,70,185,107,31.3,3,2,2
2,19,160,64,25.0,2,3,3
2,39,188,81,22.9,1,1,3
1,60,206,80,18.9,1,2,3
1,32,209,124,28.4,2,3,2
2,22,209,80,18.3,2,1,2
1,65,159,78,30.9,2,2,3
2,75,145,50,23.8,1,2,1
1,44,189,68,19.0,3,3,2
2,73,155,71,29.6,2,3,3
1,49,155,75,31.2,3,3,3
1,42,165,57,20.9,2,3,1
1,68,151,57,25.0,2,3,2
2,26,189,69,19.3,3,2,1
2,21,210,122,27.7,3,2,3
2,66,191,89,24.4,2,2,1
1,35,197,67,17.3,1,1,1
1,21,178,87,27.5,3,2,2
1,34,155,68,28.3,3,3,2
1,21,194,63,16.7,2,1,2
1,42,203,75,18.2,2,1,2
1,42,207,101,23.6,2,3,1
2,43,201,102,25.2,3,2,3
2,72,166,86,31.2,3,3,3
2,18,169,74,25.9,2,3,3
2,49,178,68,21.5,2,2,3
1,34,184,88,26.0,3,3,2
1,53,186,83,24.0,3,1,1
2,20,183,54,16.1,2,1,2
2,24,195,113,29.7,2,3,2
1,46,206,92,21.7,2,2,3
2,27,149,71,32.0,3,3,3
1,66,163,60,22.6,3,2,1
1,24,181,96,29.3,2,3,2
1,54,161,68,26.2,2,3,2
1,70,162,79,30.1,2,3,3
1,43,184,96,28.4,2,3,2
1,59,204,124,29.8,3,3,3
1,63,177,92,29.4,2,3,2
1,47,208,82,19.0,2,2,3
2,62,183,71,21.2,1,1,1
2,63,179,71,22.2,1,1,1
1,53,182,71,21.4,1,3,3
1,18,208,87,20.1,1,1,2
2,44,194,107,28.4,3,3,3
2,27,207,86,20.1,3,3,2
1,27,183,92,27.5,2,2,2
2,18,199,118,29.8,2,3,2
2,70,190,67,18.6,2,3,1
2,64,180,78,24.1,3,3,1
2,34,173,59,19.7,1,1,1
1,36,164,69,25.7,2,2,2
1,20,148,42,19.2,1,2,3
2,72,202,78,19.1,1,1,3
2,50,184,94,27.8,2,3,3
2,69,161,60,23.1,3,3,3
2,61,184,102,30.1,2,2,3
1,52,168,83,29.4,2,3,3
1,70,182,69,20.8,1,1,3
1,20,176,85,27.4,3,2,3
1,59,200,111,27.8,3,3,2
2,19,163,74,27.9,2,3,2
2,55,196,72,18.7,2,1,3
2,42,198,115,29.3,3,2,3
1,34,166,87,31.6,3,2,2
1,55,183,73,21.8,3,1,1
1,58,174,88,29.1,3,3,2
2,30,194,62,16.5,1,2,1
1,70,163,58,21.8,2,2,3
1,27,201,69,17.1,2,2,1
1,56,177,87,27.8,3,2,2
2,53,201,92,22.8,2,2,3
2,21,190,61,16.9,2,2,1
2,30,190,101,28.0,2,3,2
2,25,179,85,26.5,3,2,2
1,19,161,69,26.6,2,3,2
2,40,183,67,20.0,3,3,1
2,34,209,117,26.8,3,3,2
2,21,199,86,21.7,2,1,1
1,41,209,132,30.2,2,2,2
1,36,151,70,30.7,3,2,3
2,44,191,94,25.8,2,3,3
2,64,204,72,17.3,1,1,2
1,52,205,95,22.6,2,1,2
1,73,199,111,28.0,2,2,2
2,54,198,70,17.9,1,2,1
1,26,172,56,18.9,1,2,3
2,37,206,75,17.7,1,2,1
1,55,159,58,22.9,1,3,1
2,33,162,61,23.2,3,3,1
1,42,202,132,32.3,2,3,2
1,68,181,76,23.2,1,3,2
2,44,170,64,22.1,3,1,1
1,55,150,41,18.2,2,1,1
2,62,201,85,21.0,3,2,3
1,74,152,51,22.1,2,1,1
1,21,208,100,23.1,3,3,2
2,59,195,67,17.6,1,1,2
1,71,153,42,17.9,2,1,1
1,72,183,61,18.2,2,2,1
2,55,188,84,23.8,2,2,2
2,74,146,61,28.6,3,3,2
2,23,208,74,17.1,2,1,1
1,51,200,122,30.5,2,3,2
1,18,154,60,25.3,3,2,2
2,41,169,47,16.5,1,2,1
2,64,174,58,19.2,2,2,2
1,52,157,72,29.2,3,3,2
1,58,174,49,16.2,2,2,2
1,66,169,56,19.6,1,3,1
2,21,159,65,25.7,3,2,3
1,39,177,64,20.4,1,1,3
2,45,170,51,17.6,1,1,1
1,54,198,100,25.5,2,2,2
1,31,182,82,24.8,1,3,1
2,38,162,54,20.6,1,2,3
1,55,202,93,22.8,2,3,3
2,20,177,62,19.8,1,1,3
2,61,150,63,28.0,2,3,2
1,25,157,61,24.7,1,3,2
2,74,166,83,30.1,2,3,2
2,55,170,66,22.8,1,1,2
1,62,189,57,16.0,2,2,1
2,45,145,66,31.4,2,3,3
1,33,154,42,17.7,1,1,1
1,62,192,92,25.0,2,3,3
2,51,209,100,22.9,1,2,3
2,42,167,44,15.8,1,2,1
2,19,187,113,32.3,3,2,2
2,30,211,109,24.5,1,1,1
1,38,186,76,22.0,1,3,3
2,66,170,92,31.8,2,2,2
2,64,162,70,26.7,3,2,3
2,56,179,75,23.4,1,1,2
2,68,201,104,25.7,3,2,3
2,52,173,61,20.4,1,3,2
2,40,152,52,22.5,2,1,2
2,19,169,52,18.2,1,1,1
2,39,161,82,31.6,3,3,2
2,28,172,75,25.4,2,3,3
2,56,176,63,20.3,2,2,2
1,48,202,95,23.3,2,3,3
1,44,160,65,25.4,2,2,2
2,27,188,108,30.6,3,2,2
1,18,189,65,18.2,2,1,1
1,48,176,64,20.7,2,1,1
1,68,154,75,31.6,3,2,2
1,46,196,83,21.6,1,2,2
2,57,210,89,20.2,2,3,2
2,38,204,73,17.5,2,1,2
2,20,202,129,31.6,2,3,2
2,68,175,47,15.3,1,2,2
2,26,182,96,29.0,3,3,3
2,23,206,93,21.9,2,3,2
2,71,205,104,24.7,2,2,1
2,74,187,71,20.3,3,2,2
2,44,181,84,25.6,3,3,3
1,66,208,119,27.5,3,3,2
1,49,179,60,18.7,1,1,3
1,56,205,87,20.7,2,3,3
2,21,179,57,17.8,2,2,1
1,74,161,45,17.4,1,1,2
1,54,200,116,29.0,2,3,2
1,64,163,54,20.3,3,2,1
1,32,194,73,19.4,2,2,3
2,41,196,73,19.0,1,3,2
2,58,191,67,18.4,1,1,1
2,54,195,94,24.7,2,1,2
1,23,175,74,24.2,3,3,2
2,52,211,96,21.6,1,2,1
2,41,184,62,18.3,1,2,1
1,73,153,71,30.3,3,2,2
2,45,154,41,17.3,2,2,1
2,70,173,73,24.4,3,2,2
1,21,147,54,25.0,2,2,2
2,34,191,118,32.3,3,3,3
2,44,171,90,30.8,3,2,3
2,53,160,66,25.8,2,2,3
2,67,177,51,16.3,1,2,1
2,18,169,55,19.3,2,2,1
1,28,167,60,21.5,3,1,1
1,49,149,69,31.1,2,3,3
1,40,178,102,32.2,3,2,3
1,75,202,102,25.0,2,2,2
1,57,202,123,30.1,3,3,3
1,22,173,57,19.0,2,2,1
2,62,169,70,24.5,2,2,2
2,49,170,55,19.0,3,1,2
1,28,167,74,26.5,2,3,2
1,36,188,111,31.4,3,3,3
1,19,196,113,29.4,3,3,3
2,67,191,118,32.3,3,2,2
1,39,150,69,30.7,3,2,3
1,33,208,98,22.7,1,2,3
2,74,203,96,23.3,3,3,3
1,51,178,57,18.0,1,1,1
1,42,168,73,25.9,2,2,2
1,27,190,108,29.9,2,2,3
1,54,166,71,25.8,2,2,3
2,44,170,84,29.1,2,2,2
2,22,175,95,31.0,2,3,3
1,40,200,78,19.5,3,3,1
1,36,180,53,16.4,1,2,1
1,75,153,70,29.9,3,3,3
2,36,191,83,22.8,3,3,1
1,62,189,111,31.1,3,2,3
1,39,200,78,19.5,1,1,2
2,73,200,80,20.0,3,2,1
2,20,153,66,28.2,2,3,2
1,74,166,59,21.4,3,1,1
1,50,178,98,30.9,2,3,3
2,39,210,128,29.0,2,3,3
2,65,157,76,30.8,2,2,3
2,36,210,120,27.2,2,3,2
2,61,184,97,28.7,2,2,2
1,36,208,76,17.6,2,1,1
2,26,159,63,24.9,1,2,1
2,28,156,42,17.3,1,1,2
2,18,209,68,15.6,1,1,1
2,34,205,96,22.8,3,3,2
2,30,165,49,18.0,2,1,1
1,40,182,97,29.3,3,3,2
2,56,161,74,28.5,2,3,2
1,59,190,65,18.0,2,1,2
2,35,174,72,23.8,3,1,3
2,64,192,56,15.2,2,1,1
1,21,183,63,18.8,1,3,1
2,64,181,50,15.3,1,2,1
2,50,203,77,18.7,3,2,2
1,53,198,108,27.5,2,2,2
2,33,193,94,25.2,2,2,3
2,50,156,64,26.3,2,3,2
2,62,149,52,23.4,3,1,1
1,64,177,88,28.1,2,3,2
2,46,186,91,26.3,3,3,2
1,35,150,64,28.4,2,2,2
1,57,187,76,21.7,2,2,1
2,54,154,66,27.8,3,3,2
2,46,166,45,16.3,2,1,1
1,43,190,63,17.5,2,1,1
2,42,179,99,30.9,3,2,3
1,38,193,79,21.2,1,2,3
2,18,190,55,15.2,2,1,2
1,52,196,75,19.5,1,3,1
1,39,180,73,22.5,1,1,1
2,57,209,129,29.5,2,3,3
2,33,154,55,23.2,3,1,1
2,49,190,74,20.5,2,1,1
2,56,181,67,20.5,1,2,3
2,65,173,82,27.4,3,3,2
1,26,181,89,27.2,2,2,2
1,52,175,89,29.1,3,3,2
2,70,201,85,21.0,1,2,1
1,71,193,81,21.7,1,3,2
2,69,191,67,18.4,1,2,2
2,29,194,62,16.5,2,1,1
1,25,203,98,23.8,2,1,3
1,73,187,56,16.0,2,1,2
1,31,192,75,20.3,2,3,2
1,21,199,64,16.2,1,2,1
2,39,202,124,30.4,3,2,3
2,46,208,87,20.1,1,2,1
1,50,200,75,18.8,1,2,3
2,38,179,54,16.9,1,2,2
1,34,188,72,20.4,3,3,1
1,72,184,104,30.7,3,3,3
1,24,172,86,29.1,3,3,3
2,25,191,55,15.1,2,1,1
1,24,198,79,20.2,1,2,2
2,65,191,97,26.6,2,2,3
2,43,162,55,21.0,1,2,2
1,65,165,82,30.1,2,3,2
2,21,207,110,25.7,2,2,2
2,69,151,64,28.1,3,3,3
2,51,168,76,26.9,2,3,3
2,65,177,80,25.5,2,2,2
1,23,196,120,31.2,2,3,3
1,26,166,63,22.9,1,3,1
2,30,191,96,26.3,2,2,3
2,53,155,57,23.7,2,2,1
1,47,197,111,28.6,3,3,2
1,51,167,82,29.4,2,2,2
2,74,211,91,20.4,3,3,2
2,75,157,69,28.0,3,2,3
2,70,148,57,26.0,3,3,3
1,61,154,59,24.9,3,3,2
2,62,203,112,27.2,3,3,3
1,75,163,74,27.9,2,2,2
2,22,207,76,17.7,1,1,1
2,44,199,62,15.7,2,2,2
1,63,175,87,28.4,3,3,3
2,43,207,103,24.0,1,1,1
2,38,197,77,19.8,2,2,2
2,46,160,44,17.2,1,1,1
1,20,161,57,22.0,3,2,1
1,30,163,51,19.2,2,2,3
1,51,202,108,26.5,3,3,3
1,45,167,70,25.1,2,2,3
2,74,198,104,26.5,2,3,2
2,59,174,89,29.4,2,3,3
1,29,196,108,28.1,2,3,2
2,57,155,59,24.6,3,1,2
1,74,178,48,15.1,1,2,1
1,59,203,120,29.1,3,3,2
1,65,202,69,16.9,2,1,2
2,35,199,102,25.8,3,2,3
2,55,209,101,23.1,3,3,3
1,36,180,49,15.1,1,1,1
1,24,205,128,30.5,3,3,2
1,31,188,113,32.0,3,3,3
1,38,202,87,21.3,2,1,1
2,74,195,117,30.8,3,2,2
1,21,199,63,15.9,2,1,2
1,51,190,68,18.8,3,2,2
2,23,193,89,23.9,1,2,3
2,21,195,89,23.4,1,2,1
2,22,211,131,29.4,3,2,3
2,60,211,85,19.1,3,2,1
1,73,193,91,24.4,1,3,3
1,67,155,45,18.7,3,1,3
1,73,206,85,20.0,2,2,3
1,70,189,112,31.4,2,3,2
1,31,202,79,19.4,3,3,3
2,69,201,87,21.5,2,2,1
2,73,155,53,22.1,1,3,2
2,73,175,87,28.4,3,2,3
1,57,155,61,25.4,2,2,2
1,18,188,107,30.3,3,3,2
1,38,164,64,23.8,1,2,3
1,18,196,87,22.6,2,2,1
2,18,158,47,18.8,3,1,3
1,69,176,87,28.1,3,3,3
1,51,162,59,22.5,1,1,1
1,66,182,82,24.8,2,1,3
1,42,199,72,18.2,2,1,2
2,35,201,86,21.3,3,1,3
2,57,185,98,28.6,2,2,2
2,58,211,113,25.4,3,2,3
1,66,154,60,25.3,2,3,2
2,22,189,105,29.4,3,3,2
1,36,186,104,30.1,2,2,2
2,56,159,54,21.4,1,3,2
1,27,187,85,24.3,2,3,2
2,75,171,72,24.6,2,1,2
2,19,208,90,20.8,3,1,3
2,38,198,74,18.9,1,2,1
1,45,155,63,26.2,2,3,2
2,35,191,57,15.6,1,1,2
1,34,193,86,23.1,1,3,2
1,70,176,55,17.8,1,1,2
1,54,160,52,20.3,3,2,1
1,70,196,109,28.4,2,2,3
1,51,164,41,15.2,1,1,1
1,23,182,92,27.8,2,2,3
2,43,166,48,17.4,2,1,1
1,69,196,103,26.8,2,2,2
2,47,202,118,28.9,3,3,3
2,65,192,59,16.0,2,1,2
2,44,171,59,20.2,1,2,3
2,47,196,77,20.0,2,3,3
1,25,207,89,20.8,3,2,1
2,69,188,104,29.4,2,2,3
2,54,198,72,18.4,2,2,2
1,74,203,108,26.2,3,3,3
2,65,198,111,28.3,3,3,2
1,43,156,64,26.3,2,3,2
2,62,208,85,19.6,1,1,3
2,67,183,104,31.1,3,3,2
1,22,147,42,19.4,1,2,1
1,61,198,91,23.2,2,2,2
1,21,158,54,21.6,3,3,3
2,59,168,79,28.0,3,3,2
1,31,210,132,29.9,2,3,3
2,24,177,96,30.6,2,3,3
2,33,176,62,20.0,2,1,3
2,64,195,81,21.3,1,1,1
2,39,203,116,28.1,2,3,2
1,57,181,88,26.9,2,2,2
2,31,165,50,18.4,1,2,1
1,44,203,121,29.4,3,2,2
2,67,159,48,19.0,2,3,3
2,38,200,91,22.8,2,1,1
2,56,192,87,23.6,3,3,2
2,73,206,64,15.1,1,2,1
1,22,173,88,29.4,3,3,2
1,21,151,42,18.4,2,1,2
2,36,173,73,24.4,3,3,1
2,75,178,58,18.3,1,1,2
1,24,172,80,27.0,3,3,3
1,40,199,123,31.1,2,3,2
2,38,206,106,25.0,3,3,2
2,20,183,73,21.8,3,2,1
1,73,175,63,20.6,1,2,2
2,57,197,109,28.1,2,2,2
1,47,190,101,28.0,2,3,3
1,21,199,66,16.7,1,2,1
2,36,183,58,17.3,2,2,2
2,51,192,61,16.5,2,2,1
1,70,185,89,26.0,3,2,3
2,64,187,103,29.5,2,2,2
1,22,194,78,20.7,3,2,2
1,27,191,88,24.1,2,1,1
2,58,199,76,19.2,3,3,1
1,75,191,75,20.6,1,3,3
1,39,175,66,21.6,3,3,2
2,68,188,60,17.0,1,1,2
1,32,159,54,21.4,1,1,3
2,52,154,74,31.2,3,2,3
2,61,165,47,17.3,2,2,2
1,51,200,109,27.2,3,2,2
1,47,187,108,30.9,2,2,2
2,58,205,79,18.8,1,1,2
2,20,189,62,17.4,2,2,1
2,25,167,54,19.4,3,1,2
2,20,186,90,26.0,2,3,2
1,18,183,63,18.8,1,2,2
2,72,171,80,27.4,2,3,2
1,58,191,55,15.1,1,2,2
1,72,207,100,23.3,1,2,2
1,34,194,122,32.4,3,2,2
1,44,149,51,23.0,3,3,2
1,69,157,56,22.7,2,2,3
2,18,203,97,23.5,1,3,1
1,50,199,99,25.0,3,2,2
2,46,192,94,25.5,3,3,2
2,29,145,44,20.9,3,2,1
1,47,187,113,32.3,3,2,3
1,73,145,60,28.5,3,3,2
1,45,171,62,21.2,3,3,3
2,72,192,98,26.6,3,3,3
2,57,169,43,15.1,1,2,2
2,59,204,129,31.0,2,2,3
1,47,182,82,24.8,2,2,3
1,21,210,120,27.2,2,3,2
1,59,184,69,20.4,1,1,2
2,64,173,95,31.7,2,2,2
1,65,153,41,17.5,1,2,2
1,28,207,71,16.6,2,1,1
1,44,153,56,23.9,2,2,1
2,33,185,95,27.8,3,2,2
2,18,171,83,28.4,3,2,2
1,36,163,69,26.0,3,3,3
1,45,178,94,29.7,2,3,2
1,64,191,60,16.4,2,1,2
1,42,198,95,24.2,3,2,2
2,30,186,93,26.9,3,2,2
1,57,210,129,29.3,3,3,2
1,35,190,85,23.5,3,3,3
1,59,181,83,25.3,3,3,3
1,33,152,58,25.1,2,3,2
2,40,158,46,18.4,1,2,2
2,36,184,82,24.2,2,2,1
2,65,168,61,21.6,1,2,3
2,40,207,111,25.9,3,3,2
1,42,205,117,27.8,3,3,2
2,30,173,52,17.4,1,2,2
2,33,191,79,21.7,3,3,3
1,36,147,62,28.7,3,3,3
1,36,152,56,24.2,3,2,1
1,37,207,67,15.6,1,2,1
1,35,203,118,28.6,2,3,2
1,37,196,66,17.2,1,2,2
2,48,171,67,22.9,3,2,3
2,52,193,67,18.0,2,2,2
1,59,171,55,18.8,1,1,1
1,62,200,89,22.2,2,2,2
2,43,167,61,21.9,2,3,2
1,56,190,69,19.1,1,2,1
1,61,206,119,28.0,3,3,2
1,59,209,119,27.2,3,2,3
1,40,156,58,23.8,2,2,1
1,40,192,95,25.8,2,2,2
1,67,192,70,19.0,1,2,1
2,59,153,58,24.8,3,2,3
1,24,161,84,32.4,2,3,3
1,21,199,97,24.5,3,2,1
2,18,162,57,21.7,2,1,2
2,57,198,111,28.3,2,2,3
2,55,147,69,31.9,2,3,3
2,26,210,98,22.2,2,1,3
1,58,152,42,18.2,2,2,1
2,40,197,123,31.7,2,2,2
2,66,193,83,22.3,2,3,1
2,26,201,107,26.5,3,2,3
2,39,155,54,22.5,1,3,3
2,55,177,98,31.3,2,2,3
1,75,178,64,20.2,3,2,3
1,37,198,118,30.1,2,2,3
1,34,170,65,22.5,3,2,3
1,20,184,61,18.0,1,1,2
1,70,205,101,24.0,3,1,2
1,58,210,75,17.0,2,1,1
1,68,190,91,25.2,3,3,3
2,25,197,82,21.1,3,3,3
1,63,184,83,24.5,2,3,1
1,48,199,85,21.5,2,2,1
2,68,176,64,20.7,3,1,1
1,45,167,77,27.6,3,2,2
2,35,175,71,23.2,2,2,3
2,22,202,112,27.4,2,2,2
1,68,156,74,30.4,2,3,2
2,47,161,80,30.9,2,3,3
1,38,147,47,21.8,3,2,3
1,72,207,90,21.0,3,1,3
1,27,206,70,16.5,2,1,2
2,40,204,76,18.3,2,1,2
2,31,186,59,17.1,2,2,2
2,21,191,107,29.3,3,2,3
2,61,201,83,20.5,2,3,2
1,32,156,66,27.1,2,2,3
1,26,161,64,24.7,1,3,3
1,20,159,51,20.2,3,2,3
1,36,182,95,28.7,2,2,2
1,56,158,42,16.8,2,1,2
1,70,170,66,22.8,3,3,2
2,61,146,50,23.5,1,1,2
2,65,186,106,30.6,2,2,3
1,75,147,61,28.2,3,2,2
1,46,197,93,24.0,1,2,3
2,29,195,99,26.0,2,3,2
1,55,200,123,30.8,2,2,2
1,53,157,66,26.8,2,2,2
1,61,195,75,19.7,1,2,3
1,56,189,89,24.9,1,3,1
2,60,205,90,21.4,1,1,2
1,47,191,55,15.1,1,1,1
1,67,167,47,16.9,1,2,1
2,27,206,130,30.6,3,3,2
1,35,203,131,31.8,3,3,2
2,72,182,86,26.0,2,3,2
2,74,207,123,28.7,3,2,2
2,69,155,48,20.0,3,3,3
1,26,148,52,23.7,2,1,2
2,45,145,60,28.5,2,3,2
1,47,158,46,18.4,1,2,1
2,39,203,113,27.4,3,2,2
2,21,197,112,28.9,3,3,3
2,59,146,63,29.6,2,2,3
1,24,190,89,24.7,3,2,2
1,38,203,91,22.1,2,2,2
1,74,145,45,21.4,1,2,1
1,19,211,129,29.0,3,3,3
2,32,167,63,22.6,3,1,1
1,47,164,86,32.0,3,3,3
2,73,189,80,22.4,2,1,1
1,31,171,94,32.1,3,3,2
2,40,180,89,27.5,2,3,3
1,23,209,97,22.2,2,3,2
2,23,181,63,19.2,2,2,2
2,45,169,61,21.4,1,3,1
2,19,210,119,27.0,2,2,2
1,34,209,86,19.7,2,3,1
2,53,211,130,29.2,3,3,3
1,52,189,105,29.4,3,2,2
1,37,198,114,29.1,3,3,3
1,30,158,68,27.2,3,2,2
1,69,158,72,28.8,2,3,3
2,46,201,115,28.5,3,2,2
1,32,157,71,28.8,2,2,2
2,36,207,129,30.1,2,3,3
2,58,156,61,25.1,3,2,2
2,21,204,75,18.0,1,2,2
1,73,167,53,19.0,2,3,1
1,24,205,108,25.7,2,2,2
1,19,172,92,31.1,2,2,3
2,53,206,72,17.0,1,2,2
1,25,210,110,24.9,3,3,1
2,53,211,107,24.0,2,2,1
1,49,158,80,32.0,3,2,3
2,70,164,59,21.9,3,3,3
2,58,168,57,20.2,1,3,2
2,27,170,45,15.6,1,2,2
2,34,205,130,30.9,3,2,3
1,54,185,89,26.0,3,3,2
1,47,155,62,25.8,2,2,2
2,27,171,71,24.3,1,1,3
1,44,198,85,21.7,1,1,1
2,34,159,77,30.5,3,2,2
1,66,159,78,30.9,2,3,3
2,65,199,74,18.7,3,2,1
2,52,186,87,25.1,3,2,2
1,74,167,46,16.5,2,1,2
1,39,194,62,16.5,1,1,1
1,72,157,43,17.4,2,1,1
1,37,174,95,31.4,2,3,3
1,58,207,66,15.4,1,2,2
2,39,209,83,19.0,1,2,2
2,74,170,50,17.3,1,1,1
2,61,187,111,31.7,2,3,3
2,74,161,50,19.3,2,2,3
2,39,204,71,17.1,1,1,2
1,70,182,60,18.1,2,1,1
1,33,197,63,16.2,2,1,1
2,34,181,81,24.7,3,2,1
1,21,200,75,18.8,1,3,1
2,67,177,56,17.9,2,1,2
2,56,152,50,21.6,1,3,1
1,49,197,95,24.5,1,1,1
2,54,189,68,19.0,2,3,1
1,20,173,67,22.4,1,2,2
1,31,146,41,19.2,1,3,3
1,21,159,71,28.1,2,2,2
2,35,165,67,24.6,1,1,2
1,63,180,65,20.1,2,2,1
2,39,176,85,27.4,3,2,2
2,63,170,69,23.9,2,2,2
2,55,167,64,22.9,1,1,2
2,20,167,56,20.1,2,1,3
1,45,166,73,26.5,2,2,2
2,50,190,76,21.1,3,1,3
2,18,151,51,22.4,2,2,3
1,57,206,118,27.8,2,3,3
1,26,164,81,30.1,2,2,3
1,31,192,78,21.2,2,1,1
2,38,210,100,22.7,1,1,1
2,39,179,84,26.2,2,2,2
2,71,185,92,26.9,2,3,3
1,52,195,97,25.5,2,2,3
2,48,205,69,16.4,2,1,1
2,31,207,65,15.2,1,2,2
1,52,206,123,29.0,3,2,3
2,49,202,104,25.5,3,2,3
1,26,168,83,29.4,3,3,2
1,22,192,105,28.5,2,2,2
2,51,192,80,21.7,2,1,3
1,46,201,94,23.3,3,3,1
1,36,210,110,24.9,2,2,2
2,69,171,62,21.2,1,2,2
1,70,180,76,23.5,2,3,3
2,49,158,74,29.6,2,3,2
1,27,150,44,19.6,1,3,3
1,58,160,46,18.0,2,1,2
1,20,165,86,31.6,2,2,3
1,27,161,55,21.2,2,3,3
2,67,149,65,29.3,3,3,2
2,34,171,88,30.1,3,3,2
1,61,188,56,15.8,1,1,2
2,61,174,80,26.4,3,2,2
1,28,195,114,30.0,3,3,2
2,34,161,61,23.5,3,3,1
1,47,161,59,22.8,1,2,3
1,57,192,93,25.2,3,3,2
1,54,203,123,29.8,2,2,2
1,67,166,70,25.4,2,2,3
2,67,204,126,30.3,2,3,2
1,75,192,57,15.5,1,1,1
1,30,172,60,20.3,3,2,1
1,49,182,88,26.6,3,2,3
2,22,145,55,26.2,2,2,3
1,26,207,132,30.8,2,2,2
1,29,211,94,21.1,2,3,1
2,52,185,58,16.9,2,2,1
1,36,170,69,23.9,1,2,1
2,69,172,56,18.9,2,3,1
1,43,198,126,32.1,3,3,3
1,73,185,89,26.0,3,2,3
2,75,170,65,22.5,1,2,2
2,45,147,42,19.4,2,2,1
1,34,156,56,23.0,1,3,3
2,72,166,47,17.1,1,1,1
2,45,191,100,27.4,3,2,2
2,26,194,99,26.3,2,3,3
1,55,173,91,30.4,3,3,2
2,69,202,127,31.1,2,2,2
2,36,175,55,18.0,1,1,1
1,40,150,47,20.9,2,3,3
2,73,167,58,20.8,3,1,2
1,36,205,66,15.7,2,2,1
2,33,195,122,32.1,3,2,3
1,52,148,57,26.0,3,3,3
2,56,178,93,29.4,3,3,2
2,58,192,65,17.6,2,1,1
1,21,178,71,22.4,3,2,1
1,18,155,55,22.9,2,3,3
1,32,152,64,27.7,2,2,2
2,69,168,69,24.4,3,3,3
2,24,188,90,25.5,2,3,3
2,72,202,84,20.6,3,1,2
1,59,197,64,16.5,2,1,1
2,25,168,65,23.0,2,1,3
1,60,196,110,28.6,3,3,2
1,41,198,116,29.6,3,3,3
1,69,145,62,29.5,2,3,3
1,72,163,76,28.6,3,3,3
2,57,152,63,27.3,2,2,2
1,60,160,41,16.0,2,1,2
2,28,199,70,17.7,2,1,1
1,68,196,78,20.3,2,2,3
2,61,208,84,19.4,3,1,2
2,48,210,79,17.9,1,1,2
2,43,146,52,24.4,3,1,1
1,72,161,74,28.5,3,3,3
2,43,168,84,29.8,3,2,3
2,32,157,76,30.8,2,2,3
1,48,196,121,31.5,3,3,2
2,68,192,77,20.9,1,1,2
1,31,200,71,17.8,2,1,2
1,30,206,92,21.7,3,3,2
1,45,183,99,29.6,3,3,3
2,65,154,49,20.7,3,1,2
1,29,195,78,20.5,1,2,1
2,47,184,58,17.1,1,2,2
1,39,194,118,31.4,3,3,3
1,37,208,127,29.4,2,3,2
2,34,171,53,18.1,1,1,2
1,37,205,64,15.2,2,1,2
1,54,192,68,18.4,2,1,1
2,27,177,91,29.0,3,2,3
1,26,160,69,27.0,2,3,3
2,31,158,63,25.2,3,2,2
1,65,176,67,21.6,1,1,2
1,53,204,102,24.5,3,1,2
1,75,206,116,27.3,3,3,2
1,68,191,95,26.0,3,2,2
1,26,208,103,23.8,3,2,1
1,72,207,124,28.9,3,3,3
1,27,151,58,25.4,2,2,2
1,73,180,57,17.6,1,1,2
2,56,207,93,21.7,2,3,2
1,50,207,112,26.1,2,3,3
1,43,196,104,27.1,3,2,3
1,41,172,73,24.7,3,1,1
1,64,211,97,21.8,3,3,2
2,63,180,57,17.6,1,1,1
2,68,207,68,15.9,1,1,2
1,19,200,91,22.8,2,1,3
2,59,211,85,19.1,2,2,2
1,55,203,128,31.1,2,3,2
2,18,192,117,31.7,3,3,3
2,75,187,112,32.0,2,2,3
2,35,198,105,26.8,2,2,3
1,26,184,96,28.4,2,2,3
2,24,180,52,16.0,2,1,1
1,38,171,76,26.0,3,2,2
1,46,187,70,20.0,2,1,1
2,28,189,97,27.2,3,2,3
